Taxa	Bin	SF_Jan12_13	SF_Jan12_21	SF_Jan12_24	SF_Jan12_4_1	SF_Jan12_8_1	SF_Jul11_13	SF_Jul11_21	SF_Jul11_24	SF_Jul11_4_1	SF_Jul11_8_1	SF_May12_13	SF_May12_21	SF_May12_24	SF_May12_4_1	SF_May12_8_1	SF_Oct11_13	SF_Oct11_21	SF_Oct11_24	SF_Oct11_4_1	SF_Oct11_8_1
c__Gammaproteobacteria	4_1_Oct_SF_Bin8	0.360390516	0.288421471	0.215018506	4.088457172	0.48749829	0.77509734	0.186987945	0.162418588	1.431055497	3.019546492	0.676713373	0.227784076	0.235461984	4.453974165	0.10489976	0.400596805	0.188394407	0.205388171	3.752619467	0.315802675
c__Gammaproteobacteria	8_1_Jan_SF_Bin107	0.367268463	0.343951334	0.290712374	0.490000006	7.199458976	0.493136491	0.253756255	0.237139483	0.431493425	1.754345532	0.386852938	0.310892647	0.339467368	0.425445227	0.485518217	0.365619687	0.261079174	0.290771004	0.502072345	4.162284959
c__Gammaproteobacteria	8_1_Jan_SF_Bin93	0.227949978	0.135380827	0.273800679	0.154928238	7.429911561	0.129634698	0.192584021	0.333839931	0.158811569	0.734036137	0.123064255	0.228827127	0.371688859	0.233999047	2.503377938	0.239763558	0.179573712	0.293048877	0.123719449	4.136540259
c__Gammaproteobacteria	8_1_July_SF_Bin24	0.623130772	0.605104887	0.475748694	2.350967786	1.182882756	1.027654888	0.421062073	0.374961097	1.069801071	6.387880982	0.763602012	0.508228697	0.530856824	2.147494488	0.254701282	0.639280606	0.419019096	0.465931568	1.818437052	0.94261152
c__Gammaproteobacteria	8_1_July_SF_Bin32	1.15138777	0.450559856	0.354577409	1.137584532	0.982745263	4.20951941	0.312204679	0.279499777	0.591946468	6.26868632	5.493418099	0.383555617	0.399767307	0.962185712	0.18719049	1.292501308	0.315237011	0.345837715	1.018559511	0.564434527
c__Gammaproteobacteria	8_1_July_SF_Bin37	0.274244916	0.142687155	0.263885757	0.224236416	0.725920786	0.128411608	0.183738196	0.270308862	0.157787827	6.545595936	0.111293501	0.22694442	0.338306638	0.247438698	0.656178508	0.23358834	0.175004438	0.255779318	0.132751842	1.755460252
c__Gammaproteobacteria	8_1_July_SF_Bin62	0.412806628	0.323421029	0.244558136	4.169777091	0.624038928	0.885172832	0.210898917	0.1854825	1.420946739	4.637094025	0.771669095	0.257621892	0.267917669	4.611454906	0.125800081	0.458826599	0.213051083	0.231844944	3.328734004	0.386155574
c__Gammaproteobacteria	8_1_Oct_SF_Bin56	0.314739016	0.324641794	0.273423432	0.45650355	6.347699717	0.291593242	0.238489008	0.224444474	0.404480984	1.669916528	0.294919202	0.290938089	0.320344449	0.394438957	0.470143872	0.317686802	0.247829501	0.273869725	0.478342458	4.808118826
c__Gammaproteobacteria	13_Jan_SF_Bin13	5.236535924	0.166331553	0.238815358	0.168053272	0.70568895	0.130891883	0.225725852	0.237509059	0.159907669	0.286394404	0.134383987	0.253662733	0.374475935	0.204407884	0.41612316	0.298556871	0.218087	0.273797399	0.139821103	0.225284512
c__Gammaproteobacteria	13_Jan_SF_Bin23	8.532889784	0.131569743	0.224341385	0.13915502	0.247209343	0.090030232	0.184682698	0.23072101	0.140111496	0.125204722	0.096002216	0.234651344	0.35778034	0.244864724	0.535719631	0.211923765	0.183309969	0.247514776	0.109205053	0.167195622
c__Gammaproteobacteria	13_Jan_SF_Bin29	3.295105764	0.212343345	0.112603258	0.101389391	0.273612678	9.829718575	0.113996304	0.083897812	0.07063359	0.655732629	13.48903109	0.146970446	0.119140327	0.07792421	0.070655893	2.042845095	0.142573517	0.10929933	0.098399734	0.173069642
c__Gammaproteobacteria	13_Jan_SF_Bin32	2.748514788	0.905986183	2.68880545	0.363315239	0.779609993	0.728719393	2.844019753	2.882428385	0.118947896	0.392443126	0.975553324	4.021630747	2.727770929	0.191248588	0.270299113	2.143636943	1.641682126	6.461590534	0.386294543	0.686893333
c__Gammaproteobacteria	13_Jan_SF_Bin42	5.520107482	0.151102065	0.204997151	0.145047711	0.195538181	0.107785577	0.184247834	0.224506585	0.147039861	0.149357734	0.11109061	0.223084415	0.321333036	0.166886487	0.270721084	0.204843177	0.187363488	0.234668225	0.12045144	0.16544171
c__Gammaproteobacteria	13_Jan_SF_Bin44	1.956059036	0.285045098	0.186358951	0.140151666	0.633290703	2.701608826	0.180379909	0.13821228	0.094373561	0.745046455	4.130527811	0.211245072	0.172077861	0.104276775	0.134383693	0.864301544	0.195372579	0.175008817	0.133813156	0.336511139
c__Gammaproteobacteria	13_Jan_SF_Bin46	12.71063263	0.328303877	0.721674523	0.670989153	1.527507646	0.912002127	0.991408749	0.667478724	0.21487518	1.039299153	0.367526136	0.686142004	0.683252309	0.267516298	0.426920279	1.754536889	1.766244806	0.781144818	0.440252657	1.196848672
c__Gammaproteobacteria	13_Jan_SF_Bin58	2.502551936	0.205091872	0.147272445	0.151138662	0.419575159	4.93898858	0.134833441	0.113210421	0.099881234	1.09756529	7.611710307	0.171697761	0.1621275	0.111533993	0.096931786	1.157294936	0.144807303	0.145678011	0.149926568	0.256068679
c__Gammaproteobacteria	13_Jan_SF_Bin62	1.398064713	0.121199624	0.097571271	0.577615249	0.420883758	4.237952307	0.089672931	0.07297473	0.275233826	3.239121588	5.123519586	0.104675611	0.110763523	0.388578388	0.074342836	1.257679399	0.099238842	0.089584132	0.425593541	0.224399404
c__Gammaproteobacteria	13_July_SF_Bin1	0.929566665	1.073773882	0.144901197	0.137560853	0.145737679	4.832167738	0.315871375	0.126809582	0.101769358	0.258539109	3.902441584	0.353926903	0.175081248	0.121583965	0.121078974	0.745278677	0.247656211	0.146992203	0.12474673	0.11176994
c__Gammaproteobacteria	13_July_SF_Bin11	1.631859829	0.651632275	0.388306188	0.241638159	0.304018032	8.092316129	0.39448956	0.181971885	0.157897496	0.479221271	6.651984255	0.518012458	0.240021939	0.176497945	0.09426463	1.232021015	0.303554707	0.314505248	0.245856234	0.269390801
c__Gammaproteobacteria	13_July_SF_Bin18	1.768479631	0.308046945	0.192891905	0.147502338	0.623445269	3.350567118	0.179915927	0.137282305	0.098841163	0.760860125	4.500892565	0.221352333	0.178272441	0.107663456	0.138369529	0.930372603	0.202624313	0.179554961	0.137847406	0.334210899
c__Gammaproteobacteria	13_July_SF_Bin23_1	2.358760216	0.208907593	0.150994161	0.154187626	0.417712837	5.286177678	0.139645562	0.118787507	0.102357833	1.098957364	7.652579005	0.176003103	0.165867453	0.114289756	0.097277358	1.153960931	0.152130333	0.15169403	0.150475483	0.253972242
c__Gammaproteobacteria	13_July_SF_Bin23_2	2.8666015	0.404937731	0.219956508	0.198664932	0.322566037	6.51109081	0.248208443	0.157953321	0.133190619	0.65220642	9.958854735	0.32082936	0.222149211	0.146685055	0.112229247	2.255332929	0.338927829	0.212852276	0.191039673	0.227056814
c__Gammaproteobacteria	13_July_SF_Bin31	3.685073868	0.330023849	0.261668952	0.24106979	0.543523754	10.13740764	0.303530053	0.22846252	0.185989573	1.285985259	17.20171382	0.336425879	0.303669607	0.190857154	0.168467027	4.08003527	0.410128893	0.259848573	0.232387273	0.344915436
c__Gammaproteobacteria	13_July_SF_Bin35	1.718110897	0.305632179	0.26549191	0.218794697	0.699201432	7.975734197	0.245847489	0.242083251	0.149497017	1.124652995	8.517427534	0.304411836	0.256282627	0.159278245	0.172200251	1.406438223	0.22823304	0.279171041	0.214607576	0.381900452
c__Gammaproteobacteria	13_July_SF_Bin38	3.274408295	0.207580078	0.116101193	0.108635921	0.299434584	10.79850033	0.119960734	0.089115743	0.07539356	0.72955917	14.4566392	0.143468169	0.126776307	0.082510262	0.0771212	2.217298304	0.142290343	0.11306672	0.106098644	0.192656888
c__Gammaproteobacteria	13_July_SF_Bin40	1.481866201	0.267413838	0.227042047	0.235553186	0.275531603	5.040743782	0.196206453	0.202341973	0.164344807	0.514485175	3.790336417	0.24872363	0.245954736	0.178730342	0.115274556	1.017113325	0.192937874	0.239021681	0.236313848	0.187685646
c__Gammaproteobacteria	13_July_SF_Bin49	1.694931347	0.43881755	0.290469864	0.146091171	0.153146489	5.210684152	0.281050987	0.193490461	0.104352256	0.205206021	4.065901167	0.334364946	0.244542746	0.115150388	0.092737142	0.985005497	0.336157547	0.290303502	0.136590036	0.121488329
c__Gammaproteobacteria	13_July_SF_Bin51	1.514726787	0.578428774	0.316523326	0.301011407	0.223610077	6.670301373	0.336182288	0.243553425	0.210304513	0.354731003	3.028394722	0.37968344	0.34342396	0.222080622	0.134939912	1.079786343	0.313279186	0.306635169	0.287818752	0.203182486
c__Gammaproteobacteria	13_July_SF_Bin52	1.296462966	0.096008806	0.092780526	0.603563096	0.459568274	4.895883144	0.080614531	0.072839739	0.297404035	3.563673844	5.556749512	0.095566107	0.107092122	0.420145307	0.079727385	1.382324345	0.084417895	0.089311028	0.45486355	0.245171124
c__Gammaproteobacteria	13_July_SF_Bin55	1.115812571	0.263157026	0.202628312	0.24862057	0.180451484	6.236254957	0.190113517	0.171605549	0.184894111	0.470356789	5.086308675	0.225336325	0.242941088	0.189027342	0.099820534	1.159470373	0.190445939	0.202784295	0.248449901	0.153864519
c__Gammaproteobacteria	13_May_SF_Bin22	1.822567127	0.452481422	0.306207097	0.16025305	0.172547996	5.225145065	0.292318367	0.200522706	0.113483389	0.241810107	4.600927648	0.356923745	0.258041579	0.123705076	0.09819727	1.053227428	0.349659634	0.307438887	0.149366245	0.134773973
c__Gammaproteobacteria	13_May_SF_Bin41	1.798742687	0.276960791	0.24088869	0.217818509	0.707283751	8.056054345	0.230202089	0.216275095	0.147243979	1.181330492	9.430447502	0.286721309	0.238904533	0.158238868	0.172758458	1.481333752	0.207538244	0.251116833	0.214507453	0.385273822
c__Gammaproteobacteria	13_May_SF_Bin44	1.28307701	0.569528781	0.41826037	0.263658597	0.365717425	4.405236792	0.346441852	0.271842616	0.190991777	0.693853304	4.906701383	0.516468481	0.368123127	0.202190333	0.173461233	0.968958328	0.460117969	0.385682999	0.248415458	0.256010047
c__Gammaproteobacteria	13_May_SF_Bin52	2.979001046	0.1972593	0.113275466	0.103326507	0.279080218	9.577086154	0.111718871	0.085087277	0.067602633	0.692896881	13.28984275	0.141067192	0.116944468	0.075359346	0.069274428	2.032910201	0.139583376	0.109291353	0.097982238	0.171919835
c__Gammaproteobacteria	13_May_SF_Bin53	2.213870369	0.42021345	0.254348189	0.169239371	0.858748749	3.620129224	0.23894897	0.17771998	0.115760657	0.992929541	5.70373604	0.287090837	0.216745382	0.126281137	0.174250973	1.161847156	0.268644375	0.227708403	0.16030212	0.444283358
c__Gammaproteobacteria	13_May_SF_Bin64	1.04545272	0.430301025	0.249277667	0.296077758	0.253699364	5.015401187	0.254694319	0.211750797	0.212657913	0.610962236	5.997773303	0.307191824	0.298632017	0.233269928	0.14293602	0.925411873	0.257830328	0.249408536	0.286003595	0.220658355
c__Gammaproteobacteria	13_May_SF_Bin65	2.393130422	0.201716461	0.150711759	0.152972718	0.442038609	5.090063344	0.137699388	0.114916253	0.102870998	1.182340548	8.035547439	0.17082844	0.164145361	0.11753303	0.109515953	1.182684888	0.148673028	0.152331837	0.153427899	0.269807899
c__Gammaproteobacteria	13_May_SF_Bin71	1.326026327	0.092707285	0.091247581	0.614349885	0.484014655	4.776487148	0.082910146	0.079605694	0.301862708	3.671413057	5.931335258	0.096162555	0.112627625	0.43761517	0.084983976	1.407210176	0.083627375	0.09396773	0.464267293	0.249369631
c__Gammaproteobacteria	13_May_SF_Bin72	1.121052532	0.26524251	0.207336561	0.264495596	0.186327639	5.872584657	0.191994467	0.175533949	0.192423718	0.487001842	5.377603821	0.230499916	0.247334105	0.19873419	0.101143884	1.15710481	0.197421598	0.2064867	0.261427471	0.161362159
c__Gammaproteobacteria	13_May_SF_Bin75	0.882426224	0.715272757	0.337671433	0.387812807	0.232021738	3.325638482	0.366824819	0.261648999	0.275231414	0.418336391	4.804890342	0.460224409	0.364938679	0.28978608	0.141242432	0.901849408	0.392624422	0.327647804	0.385667738	0.216124023
c__Gammaproteobacteria	13_May_SF_Bin80	0.932409067	1.312841831	0.159999799	0.145775424	0.12420766	4.648066168	0.380392853	0.135699085	0.108643196	0.19943537	4.068860731	0.409165449	0.184846186	0.121351676	0.107764293	0.741555532	0.287507522	0.160238737	0.130602185	0.104773796
c__Gammaproteobacteria	13_May_SF_Bin84	1.749760315	0.671106233	0.404015722	0.255185869	0.335703742	8.277809574	0.411204425	0.186197493	0.163225896	0.528564487	7.619246443	0.527277002	0.249443465	0.186893382	0.102081742	1.338523932	0.314549166	0.327393104	0.259395608	0.292858086
c__Gammaproteobacteria	13_May_SF_Bin88	1.030889293	0.313518044	0.270185078	0.784517837	0.669537884	3.787155435	0.252927016	0.226262651	0.518000109	3.771806512	4.358903764	0.288595101	0.315062009	0.504545067	0.157515894	1.367286465	0.248460984	0.27333173	0.717354974	0.411757506
c__Gammaproteobacteria	13_May_SF_Bin91	2.50254435	2.208959389	0.341100286	0.264347152	0.347879324	5.490179293	0.568512825	0.257157633	0.191268181	0.549558204	9.527331847	0.833067544	0.37767983	0.207157123	0.170578099	1.921826489	0.924329754	0.316812273	0.247339596	0.234008069
c__Gammaproteobacteria	13_May_SF_Bin92	1.60288058	0.283463456	0.240555568	0.246795923	0.294748947	5.010330481	0.206245875	0.22016041	0.171511184	0.553757644	4.446777621	0.261461611	0.260010904	0.191511399	0.126759761	1.091163191	0.203550326	0.257031448	0.244318508	0.198440931
c__Gammaproteobacteria	13_May_SF_Bin93	1.804416465	0.599783679	0.357380447	0.375084767	0.501554857	4.38658566	0.328114155	0.265849021	0.246843158	0.702333408	6.504212226	0.429670268	0.379154311	0.272655365	0.156061009	1.399058537	0.370565945	0.346040991	0.371124857	0.336615829
c__Gammaproteobacteria	13_May_SF_Bin98	3.686211754	0.548174403	0.29324721	0.216449515	0.378281509	7.766868853	0.330176246	0.204125415	0.150418717	0.791619294	12.70296308	0.432521307	0.275753787	0.164813658	0.135958598	2.853428518	0.472134495	0.285486946	0.205029964	0.269697926
c__Gammaproteobacteria	13_Oct_SF_Bin17	2.373561563	0.578748955	4.917758551	0.526660803	1.443107534	0.62489928	3.746202581	2.409411848	0.117603469	0.467615572	0.414551675	3.811746081	2.979071724	0.183825053	0.452036323	6.06719072	3.931815253	5.274091507	0.29870099	1.405469225
c__Gammaproteobacteria	13_Oct_SF_Bin18	3.80499296	1.368629109	0.31739455	0.35766745	0.417248317	16.06383107	0.474213362	0.236907577	0.224568077	1.090324902	19.23702306	0.621714096	0.346766403	0.26778859	0.153801094	4.359239738	0.771849628	0.302712688	0.336583451	0.28896834
c__Gammaproteobacteria	13_Oct_SF_Bin20	3.641858808	0.414505884	0.294733806	0.270334221	0.574560534	9.551107048	0.376113499	0.251127641	0.20344231	1.336116447	16.78419588	0.406531186	0.331852304	0.203864812	0.168023172	4.482269769	0.55346446	0.292708102	0.258434845	0.37527673
c__Gammaproteobacteria	13_Oct_SF_Bin22	2.971539106	0.191155348	0.107087092	0.098658864	0.25925542	9.50560291	0.107276921	0.078996133	0.067180665	0.639894058	13.0535231	0.134035015	0.113419526	0.075347354	0.069368118	2.219053718	0.135236031	0.106056036	0.097956945	0.165794703
c__Gammaproteobacteria	13_Oct_SF_Bin7	1.324381126	0.158662946	0.12398522	0.584415306	0.463103497	4.937476217	0.122870282	0.102977928	0.294348237	3.224116665	5.798021731	0.139140108	0.133075558	0.390114337	0.081671738	1.680024683	0.136825859	0.11938086	0.428041623	0.252316607
c__Gammaproteobacteria	21_Jan_SF_Bin14	0.551708086	0.811284926	1.511726076	0.164639656	0.285476267	0.273929135	1.180967724	0.865754044	0.060590934	0.171743896	0.362534524	1.423797427	0.935784817	0.077057658	0.096272785	1.49942244	1.592404793	1.387747234	0.155098065	0.27291525
c__Gammaproteobacteria	21_Jan_SF_Bin15	0.247795171	4.236394358	0.249865105	0.252738768	0.169963909	0.213124901	0.535983761	0.216940263	0.188650418	0.208844219	0.228170242	0.973766252	0.314850429	0.202886921	0.171910808	0.265668429	0.52467312	0.258773067	0.238225393	0.181331321
c__Gammaproteobacteria	21_Jan_SF_Bin23	0.149272789	13.16828178	0.156929934	0.142418483	0.103423065	0.133705539	3.420887129	0.13880771	0.110940609	0.122669484	0.133327642	1.623164375	0.194194291	0.118949741	0.103826315	0.157775984	1.955813384	0.161683906	0.131677439	0.098432558
c__Gammaproteobacteria	21_Jan_SF_Bin30	0.246302774	12.63183477	0.336259074	0.208747325	0.173007209	0.200505094	2.250724204	0.318601258	0.168556137	0.182631647	0.209589758	4.347335399	0.350530545	0.182645781	0.188445051	0.255198105	2.596356593	0.359673069	0.186165893	0.162465361
c__Gammaproteobacteria	21_Jan_SF_Bin34	0.542519406	5.250737679	0.507254252	0.151697625	0.200112454	0.906812127	1.243822388	0.255159782	0.134320139	0.116477865	1.384384149	2.138026547	0.391890202	0.247222122	0.55285966	0.381021355	1.941640528	0.325349515	0.107172101	0.175471723
c__Gammaproteobacteria	21_Jan_SF_Bin37	0.163626573	7.291685512	0.242810596	0.141545406	0.112957564	0.139642454	1.806642722	0.230932698	0.113734581	0.123811252	0.145853284	2.064446589	0.238243458	0.128386196	0.135633348	0.175212759	3.357988532	0.261741518	0.128937304	0.104827389
c__Gammaproteobacteria	21_Jan_SF_Bin38	0.139831204	4.711742616	0.453085618	0.121622422	0.084049766	0.151723646	2.561725897	0.238118492	0.084122845	0.106566985	0.164104039	2.150341331	0.195684773	0.094334039	0.071202851	0.159624078	2.492924751	0.312392812	0.116346178	0.081311594
c__Gammaproteobacteria	21_Jan_SF_Bin39	0.235054497	4.686898821	0.241076947	0.243243653	0.152043672	0.241634241	1.229901002	0.200599446	0.182300028	0.198833148	0.251673911	0.836451713	0.28929007	0.196464409	0.140272767	0.244170002	1.240699498	0.241101823	0.229537731	0.147171419
c__Gammaproteobacteria	21_Jan_SF_Bin40	0.337489384	4.904620766	0.381119857	0.37758869	0.206310681	0.342108886	1.029490257	0.295522227	0.264901928	0.309803088	0.370432344	1.694325029	0.398447479	0.275570249	0.132589291	0.363662806	1.30334452	0.371854334	0.376218613	0.211516783
c__Gammaproteobacteria	21_Jan_SF_Bin41	0.501728064	6.202208296	3.106403716	0.319446243	0.228465063	1.240421098	2.612762068	2.717550558	0.219597591	0.290293844	1.085762676	3.270042812	1.406558075	0.233172826	0.138765434	0.607756154	3.879447034	3.341347396	0.320420117	0.211663205
c__Gammaproteobacteria	21_Jan_SF_Bin42	0.301983151	9.568257354	0.76951082	0.282446196	0.189358807	0.320146868	2.142268885	0.431020711	0.192660297	0.251453842	0.346337874	3.199184539	0.492612619	0.20961884	0.138560331	0.3340314	3.831133381	0.705809241	0.270764759	0.180662508
c__Gammaproteobacteria	21_Jan_SF_Bin47	0.212130521	5.68170996	0.225751761	0.200439902	0.136499681	0.20603708	1.147404408	0.186702022	0.160089986	0.167164275	0.224019937	1.317073699	0.272982872	0.170949257	0.148757957	0.219597486	3.060730654	0.229133067	0.186723727	0.133660805
c__Gammaproteobacteria	21_Jan_SF_Bin52	0.186607354	5.366818367	0.218162197	0.159938683	0.12149094	0.175473095	1.08807216	0.185516881	0.13254879	0.13612245	0.192598084	1.509878642	0.258175882	0.142853598	0.154733852	0.195915744	2.160632781	0.222676846	0.144149253	0.119623667
c__Gammaproteobacteria	21_Jan_SF_Bin54	0.18946937	4.135799515	0.19667612	0.156461856	0.143063275	0.13275473	2.184186175	0.186941836	0.137816071	0.134175228	0.130490785	0.483308693	0.2750964	0.168687885	0.249308245	0.189119861	0.61448929	0.209804901	0.132092971	0.133679425
c__Gammaproteobacteria	21_Jan_SF_Bin59	0.304109525	5.524425558	0.322212371	0.347437233	0.195909187	0.306455174	1.227685161	0.25637155	0.252495274	0.282316584	0.31785856	1.620240735	0.355663051	0.260764051	0.134237658	0.319620766	1.809610854	0.316108824	0.340880335	0.195716298
c__Gammaproteobacteria	21_Jan_SF_Bin68	0.236255388	7.639859785	0.254234956	0.240598157	0.16258998	0.222894614	1.091485771	0.207251701	0.174485889	0.202910512	0.232268858	1.153951903	0.298225235	0.194721374	0.155627124	0.257010477	1.533195381	0.253937972	0.227798246	0.155000183
c__Gammaproteobacteria	21_Jan_SF_Bin69	0.412972069	6.915870465	1.703156326	0.360598102	0.238633785	0.405405941	2.393818655	1.25981741	0.265157333	0.303787271	0.563782516	3.555739444	0.947292965	0.277493332	0.173819858	0.432556793	2.020660849	2.195955695	0.350706568	0.226301236
c__Gammaproteobacteria	21_July_SF_Bin10	0.576714103	0.743875953	1.499538404	0.186872356	0.318098122	0.300764763	1.446566561	0.856222818	0.069195462	0.215122532	0.385421942	1.416489747	0.918221028	0.089433788	0.106682425	1.608193523	1.682885606	1.315838306	0.186272567	0.304988888
c__Gammaproteobacteria	21_July_SF_Bin13	0.160264334	4.485917721	0.448885465	0.114482204	0.094233922	0.208131102	2.549308661	0.240416824	0.078761354	0.114895929	0.235018675	1.994681361	0.205803999	0.087370168	0.061714772	0.182637582	2.321016436	0.323981408	0.112315931	0.08592919
c__Gammaproteobacteria	21_July_SF_Bin19	0.125559372	9.82069351	0.129857505	0.119897866	0.082982619	0.128768694	2.90875914	0.109599701	0.092128103	0.103395544	0.145812135	1.210513314	0.157731181	0.098219726	0.084020387	0.130998804	1.481686551	0.132043194	0.109040669	0.078056884
c__Gammaproteobacteria	21_July_SF_Bin22	2.256646789	0.83481418	2.574233905	0.234516083	0.653544468	0.617028889	3.093623861	2.70838765	0.099763898	0.266279247	0.854723542	4.001590773	2.67313184	0.131737164	0.248816646	2.029035007	1.626686991	6.189378604	0.190552022	0.605656865
c__Gammaproteobacteria	21_May_SF_Bin21	0.127934188	4.117264047	0.419225117	0.110015801	0.077275016	0.147614141	2.223487465	0.216890403	0.075212535	0.0974325	0.168278851	2.020861253	0.178033546	0.085287459	0.056111383	0.143551027	2.142359379	0.29058212	0.105842905	0.071898639
c__Gammaproteobacteria	21_May_SF_Bin26	2.844721867	1.104063233	3.158125541	0.292655639	0.831928484	0.819013123	3.389150896	3.451404828	0.130451234	0.422946585	1.132752251	5.108637884	3.265452	0.165788944	0.316472211	2.524635512	2.014041513	7.865526296	0.245096037	0.747959498
c__Gammaproteobacteria	21_May_SF_Bin27	0.635070392	0.43543088	2.620809903	0.173389258	0.271088312	0.158845445	1.741873578	2.882186159	0.086107862	0.139370386	0.145834403	2.539845386	2.301334889	0.105765508	0.145252603	0.782183958	1.255477866	3.195671041	0.110091697	0.179655615
c__Gammaproteobacteria	21_May_SF_Bin35	0.568581383	0.264984052	2.261797978	0.228238523	0.231363871	0.183307515	1.737583858	2.612756458	0.097819837	0.154933516	0.150510767	3.20543474	1.888528152	0.116143434	0.094762985	1.14303282	1.363232402	3.439901143	0.182934937	0.249875725
c__Gammaproteobacteria	21_May_SF_Bin39	0.525516827	0.683960067	1.566429683	0.166797369	0.280812833	0.277571121	1.215745715	0.874054671	0.06246571	0.163399263	0.363141711	1.588736153	0.958362293	0.07974868	0.098929046	1.570399539	1.690783508	1.361593942	0.156205995	0.253932541
c__Gammaproteobacteria	21_May_SF_Bin5	0.329086184	0.192489812	1.016596379	0.165801443	0.161462099	0.112446956	1.012764022	1.88116336	0.072195271	0.103013375	0.102866284	1.683161207	1.617351647	0.079845614	0.083016603	0.423957319	0.605181049	2.479200754	0.105585926	0.185414683
c__Gammaproteobacteria	21_Oct_SF_Bin13	2.014424241	0.49658365	4.344271169	0.432447054	1.220640651	0.526118956	3.277572281	2.132961735	0.102819595	0.364722339	0.326308371	3.298641303	2.611191686	0.157977907	0.386631333	4.906957512	3.871370592	4.52430597	0.222943387	1.178451606
c__Gammaproteobacteria	21_Oct_SF_Bin2	1.350981769	3.443978476	0.497434222	0.381782373	0.482585093	2.493111598	2.491707846	0.398780581	0.29912203	0.850320009	4.702294536	2.546429387	0.620279974	0.292941077	0.22099958	1.63865487	6.290527551	0.500524611	0.380541214	0.407734548
c__Gammaproteobacteria	21_Oct_SF_Bin23	0.147674317	6.139840833	0.199525233	0.132296486	0.103791113	0.125697076	1.540189994	0.182505236	0.105362559	0.114557713	0.132212412	1.873708562	0.209201867	0.11691853	0.119039321	0.158158826	3.143229639	0.213005245	0.122066675	0.096967665
c__Gammaproteobacteria	21_Oct_SF_Bin28	3.923867961	1.076311472	6.20126862	0.526234031	1.398285661	0.710880703	6.633723609	4.465547925	0.155032066	0.388003959	0.5830464	9.955992301	5.851332838	0.214225972	0.467389847	4.582567272	5.018368621	11.50056206	0.316662698	1.568307196
c__Gammaproteobacteria	21_Oct_SF_Bin29	0.511905114	0.663308971	1.530609823	0.164554093	0.273088462	0.261647364	1.181507904	0.854343874	0.0612364	0.159317127	0.343541548	1.406360548	0.918104052	0.079873782	0.090987683	1.510420263	1.826327623	1.332828104	0.151729913	0.253138677
c__Gammaproteobacteria	24_Jan_SF_Bin14	0.36678589	0.681399073	4.497509991	0.319703756	0.238319485	0.261935675	0.692466324	2.300873958	0.241724527	0.296207026	0.278466014	0.822690818	2.194728958	0.245701531	0.20431941	0.468127903	0.967888048	2.849931236	0.298617344	0.235990533
c__Gammaproteobacteria	24_Jan_SF_Bin3	0.449381711	0.413548551	2.960206108	0.304092209	0.242411436	0.229880238	1.446150307	2.263474045	0.167487102	0.215654423	0.228198286	2.22168951	2.590604243	0.17793356	0.105337829	0.791346496	1.545350862	2.948367031	0.260199539	0.233319741
c__Gammaproteobacteria	24_Jan_SF_Bin6	0.627814276	0.40465066	2.592240011	0.157786634	0.267089439	0.143080329	1.499050843	2.197809514	0.077944777	0.120394735	0.13415182	1.927996793	1.916934791	0.087259695	0.116416608	0.6482257	1.070858183	2.662182576	0.091855028	0.159115524
c__Gammaproteobacteria	24_Jan_SF_Bin7	0.596643251	0.652052226	1.885828906	0.184925614	0.322968098	0.280673212	1.278866169	0.939584454	0.065084966	0.171775847	0.351381772	1.487231453	1.010457903	0.084278007	0.11080137	1.695504077	1.732112835	1.543157948	0.157599067	0.311114603
c__Gammaproteobacteria	24_Jan_SF_Bin9	0.507499963	0.286674713	2.549210581	0.216575818	0.205694262	0.177879492	1.668752951	2.644580826	0.094027772	0.146971029	0.152459855	2.844467081	1.848022216	0.125408869	0.123018698	1.060164778	1.303281432	3.430230361	0.182417753	0.225282319
c__Gammaproteobacteria	24_July_SF_Bin11	0.544318316	0.200224241	0.784222664	0.159823107	0.208585772	0.112475527	0.625670861	2.930283847	0.085509411	0.100739743	0.099757784	1.283503383	1.47594792	0.102036339	0.160477024	0.314558698	0.493372586	3.222639989	0.091128079	0.192024634
c__Gammaproteobacteria	24_July_SF_Bin15	0.506343105	0.277388162	2.259103001	0.215292648	0.205463921	0.173057759	1.689146578	3.058535067	0.09321328	0.145003803	0.146148399	2.858271985	1.859702847	0.112980684	0.084323662	1.057266055	1.318045166	3.471352111	0.177613069	0.220433216
c__Gammaproteobacteria	24_July_SF_Bin19	0.665782637	0.565984941	1.79479738	0.19399508	0.371306263	0.278048925	1.344552904	1.269402315	0.065904181	0.174291623	0.313344867	1.522296302	1.104333585	0.091603187	0.120479236	1.72817998	1.662125161	1.672696234	0.157739934	0.346252132
c__Gammaproteobacteria	24_July_SF_Bin2	0.355383176	0.208799434	1.197304756	0.179277882	0.179546636	0.125968408	1.121440654	2.442546084	0.075431863	0.112571348	0.112210694	1.669289054	1.813277205	0.088926149	0.089858087	0.47438144	0.678545663	2.815402435	0.113814891	0.201608125
c__Gammaproteobacteria	24_July_SF_Bin20	0.563808427	0.379794455	2.057391781	0.14320808	0.231367688	0.129340824	1.356032679	2.347074385	0.072269106	0.11773331	0.125931134	1.729417851	1.70153114	0.083234709	0.124034559	0.603306158	0.951934995	2.353373674	0.086554168	0.144609791
